STATION,NAME,DATE,AWND,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WESD,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",12/31/2009,8.5,0.11,,0.4,3,35,36,34,,0,1,,,,1,,,,,,1,1,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/1/2010,12.53,0.13,,2.3,1,27,34,20,,0,1,1,,,,,,1,,,1,1,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/2/2010,16.11,0,,0,3,16,20,12,,0,,,,,,,,,,,,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/3/2010,15.43,0.03,,0.7,2,16,22,10,,0,1,,,,,,,1,1,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/4/2010,11.86,0.21,,4.5,4,23,24,21,,0,1,1,,,,,,1,1,,1,,,1,,1,,,1,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/5/2010,10.51,0.08,,1.1,7,25,27,23,,0,1,,,,,1,,,,,1,1,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/6/2010,9.62,0.01,,0.1,6,26,28,24,,0,1,,,,,1,,,,,1,1,1,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/7/2010,6.49,0.18,,2.9,6,24,26,22,,0,1,,,,,,,,,,1,,,1,,1,,,1,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/8/2010,11.41,0.03,,0.8,8,21,28,14,,0,1,,,,,,,,,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/9/2010,9.62,0.03,,0.6,8,18,23,12,,0,1,,,,,,,1,,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/10/2010,9.4,0.01,,0.2,7,15,24,6,,0,1,,,,,,,,,,,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/11/2010,8.05,0.13,,2.5,6,21,24,17,,0,1,,,,,,1,1,,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/12/2010,7.83,0.02,,0.3,9,22,27,16,,0,1,,,,,,,,,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/13/2010,11.63,0,,0,8,24,33,15,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/14/2010,10.74,0,,0,7,35,42,27,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/15/2010,5.82,0,,0,4,38,41,35,,0,1,,,,,,,1,,,1,1,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/16/2010,5.37,0,,0,2,37,38,35,,0,1,,,,,,1,1,,,1,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/17/2010,4.25,0,,0,2,35,36,33,,0,1,1,,,,,,,1,,1,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/18/2010,8.05,0,,0,2,32,33,30,,0,1,1,,,,1,,,,,1,1,1,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/19/2010,6.71,0,,0,1,32,34,29,,0,1,,,,,1,,1,,,1,1,1,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/20/2010,7.83,0,,0,1,29,33,25,,0,1,,,,,,,,,,,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/21/2010,10.07,0,,0,1,33,42,23,,0,,,,,,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/22/2010,6.71,0.05,,0,1,38,39,36,,0,1,,,,1,,1,1,,,1,1,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/23/2010,6.93,0,,0,0,42,46,37,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/24/2010,15.43,0.36,,0,0,47,51,43,,0,1,,,,1,,,1,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/25/2010,13.2,0.17,,0.1,0,42,52,32,,0,1,,,,1,,,1,,,,1,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/26/2010,17.45,0.05,,0.5,1,29,33,24,,0,,,,,,,,,,,,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/27/2010,16.33,0.03,,0.3,0,27,32,22,,0,,,,,,,,,,,,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/28/2010,16.55,0.17,,1.7,2,25,33,16,,0,1,,,,,,,,1,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/29/2010,5.82,0,,0,1,15,19,10,,0,,,,,,,,,,,,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/30/2010,9.17,0,,0,1,17,22,11,,0,,,,,,,,,,,,,,,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1/31/2010,9.84,0,,0,1,17,26,8,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/1/2010,3.58,0,,0,0,22,29,14,,0,,,,,,,1,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/2/2010,3.36,0,,0,0,29,36,21,,0,1,,,,,,1,1,,,,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/3/2010,6.49,0.06,,0.6,0,32,34,30,,0,1,,,,,,1,1,,,1,,,1,,1,1,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/4/2010,2.46,0,,0,0,31,38,24,,0,,,,,,,1,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/5/2010,11.63,0.31,,3,0,35,39,30,,0,1,,,,,,1,1,,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/6/2010,19.24,0.22,,2.9,6,25,30,19,,0,1,,,,,,,1,1,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/7/2010,4.03,0,,0,6,19,27,10,,0,1,,,,,,1,1,,,,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/8/2010,2.91,0,,0,6,18,31,4,,0,1,1,,,,,1,1,1,,1,,,,,,,,1,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/9/2010,8.05,0.33,,3.9,6,26,32,19,,0,1,,,,,,,1,,,1,,,1,,1,,,1,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/10/2010,14.32,0.13,,2.3,9,21,29,13,,0,1,1,,,,,,1,1,,,,,1,,1,,,1,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/11/2010,10.51,0,,0,11,28,30,25,,0,,,,,,1,,1,,,,1,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/12/2010,5.59,0.04,,0.6,11,26,29,23,,0,1,,,,,,,1,,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/13/2010,8.28,0.04,,0.5,11,25,28,22,,0,1,,,,,,,1,,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/14/2010,10.51,0,,0,11,25,30,20,,0,,,,,,,,1,,,,,,,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/15/2010,5.82,0.08,,1.4,10,23,31,14,,0,1,,,,,,1,1,,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/16/2010,7.83,0.16,,2,13,27,30,24,,0,1,,,,,,,,,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/17/2010,9.84,0.01,,0.1,13,29,34,24,,0,1,,,,,,,,,,1,1,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/18/2010,12.08,0,,0,12,35,38,32,,0,1,,,,,,,,,,,1,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/19/2010,10.51,0,,0,9,31,39,23,,0,,,,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/20/2010,4.25,0,,0,8,31,39,23,,0,,,,,,,1,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/21/2010,4.25,0.03,,0.2,8,39,47,30,,0,,,,,1,,1,1,,,,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/22/2010,9.62,0.18,,0.1,7,38,42,33,,0,1,1,,,1,,,1,1,,,1,,,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/23/2010,5.37,0,,0,6,32,35,29,,0,1,,,,,1,,,,,1,1,1,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/24/2010,5.82,0.22,,2.2,6,31,34,28,,0,1,,,,,,,1,,,1,,,1,,1,,,1,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/25/2010,13.65,0.22,,3,8,28,30,25,,0,1,,,,,,,1,1,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/26/2010,14.99,0.18,,4.2,14,28,30,26,,0,1,,,,,,,1,1,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/27/2010,9.62,0.33,,2.7,14,32,34,30,,0,1,,,,,,,1,,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/28/2010,9.4,0.17,,1.7,18,35,38,32,,0,1,,,,,,,,,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/1/2010,7.61,0,,0,14,33,37,29,,0,1,,,,,,,,,,,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/2/2010,7.61,0,,0,12,31,33,28,,0,1,,,,,,,1,,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/3/2010,8.72,0,,0,11,34,38,29,,0,,,,,,,,,,,,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/4/2010,8.5,0,,0,10,31,38,23,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/5/2010,6.71,0,,0,9,31,38,23,,0,1,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/6/2010,3.58,0,,0,7,32,43,20,,0,1,,,,,,1,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/7/2010,6.71,0,,0,6,36,45,27,,0,,,,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/8/2010,4.92,0,,0,4,40,51,29,,0,1,,,,,,1,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/9/2010,3.58,0,,0,2,42,56,28,,0,1,,,,,,1,1,,,1,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/10/2010,6.93,0.03,,0,1,52,61,43,,0,1,,,,1,,,1,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/11/2010,8.5,0,,0,0,58,71,44,,0,1,,,,1,,1,1,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/12/2010,13.42,0,,0,0,62,69,55,,0,,,,,1,,1,1,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/13/2010,16.11,0.29,,0,0,46,55,36,,0,1,,,,1,,,,,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/14/2010,11.18,0.01,,0,0,39,42,36,,0,1,,,,1,,,,,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/15/2010,8.95,0.01,,0,0,41,44,37,,0,1,,,,1,,,1,,,,1,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/16/2010,4.03,0,,0,0,43,55,31,,0,1,,,,,,,,,,1,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/17/2010,3.58,0,,0,0,45,60,29,,0,,,,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/18/2010,6.93,0,,0,0,50,66,34,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/19/2010,10.07,0,,0,0,57,68,45,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/20/2010,11.63,0,,0,0,47,55,38,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/21/2010,12.3,0,,0,0,41,45,36,,0,,,,,1,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/22/2010,16.11,0.79,,0,0,40,42,37,,0,1,,1,,1,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/23/2010,10.51,0.05,,0,0,44,50,37,,0,1,,,,1,,,1,,,1,1,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/24/2010,3.8,0,,0,0,44,57,30,,0,1,1,,,,,,1,1,,1,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/25/2010,11.18,0.38,,1.4,0,41,50,31,,0,1,,,,1,,,1,,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/26/2010,14.76,0,,0,0,32,35,29,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/27/2010,6.71,0,,0,0,39,52,26,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/28/2010,12.08,0.24,,0,0,50,53,46,,0,1,,,,1,,,,1,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/29/2010,9.84,0.02,,0,0,44,51,37,,0,1,1,,,1,,,1,1,,1,1,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/30/2010,4.92,0,,0,0,42,49,35,,0,1,,,,,,1,1,,,1,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/31/2010,6.04,0,,0,0,51,71,31,,0,1,,,,,,1,1,,,1,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/1/2010,11.63,0,,0,0,71,83,59,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/2/2010,8.95,0,,0,0,72,86,58,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/3/2010,12.75,0,,0,0,68,83,52,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/4/2010,7.38,0,,0,0,58,72,43,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/5/2010,9.84,0.02,,0,0,68,77,59,,0,,,,,1,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/6/2010,16.11,0,,0,0,75,85,64,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/7/2010,13.87,0.03,,0,0,69,79,58,,0,1,,,,1,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/8/2010,13.42,0.27,,0,0,54,64,43,,0,1,,1,,1,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/9/2010,10.96,0.01,,0,0,42,45,38,,0,,,1,1,1,,,,,,,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/10/2010,9.62,0,,0,0,49,67,31,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/11/2010,5.37,0,,0,0,52,63,41,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/12/2010,6.93,0,,0,0,49,60,37,,0,,,,,1,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/13/2010,10.07,0.35,,0,0,50,57,43,,0,,,,,1,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/14/2010,6.71,0,,0,0,57,68,46,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/15/2010,9.4,0,,0,0,67,84,49,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/16/2010,14.54,0.02,,0,0,61,74,47,,0,,,,,1,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/17/2010,11.63,0.01,,0,0,44,47,41,,0,,,,,1,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/18/2010,8.72,0,,0,0,43,50,35,,0,,,,,1,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/19/2010,5.59,0,,0,0,46,60,32,,0,1,,,,,,,1,,,1,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/20/2010,2.91,0,,0,0,49,60,37,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/21/2010,5.14,0,,0,0,53,68,37,,0,,,,,,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/22/2010,8.28,0,,0,0,49,55,43,,0,,,,,,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/23/2010,4.92,0,,0,0,49,60,38,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/24/2010,9.62,0.37,,0,0,62,69,54,,0,1,,,,1,,1,1,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/25/2010,6.71,0.77,,0,0,62,71,52,,0,1,,1,,1,,1,1,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/26/2010,12.3,0.16,,0,0,53,58,47,,0,1,,,,1,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/27/2010,15.88,0,,0,0,46,51,40,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/28/2010,7.61,0,,0,0,47,58,35,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/29/2010,7.38,0,,0,0,53,67,38,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/30/2010,12.75,0,,0,0,71,84,57,,0,,,,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/1/2010,10.74,0,,0,0,71,76,65,,0,,,,,1,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/2/2010,13.65,0.05,,0,0,71,77,65,,0,,,,,1,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/3/2010,11.63,0.06,,0,0,67,77,57,,0,,,,,1,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/4/2010,9.62,0,,0,0,66,75,56,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/5/2010,12.97,0.39,,0,0,71,85,57,,0,1,,1,,1,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/6/2010,8.95,0.01,,0,0,59,66,52,,0,,,1,,,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/7/2010,8.95,0.17,,0,0,66,82,49,,0,1,,1,,1,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/8/2010,20.8,0.06,,0,0,53,61,44,,0,,,,,1,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/9/2010,11.41,0,,0,0,46,53,39,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/10/2010,7.61,0,,0,0,45,55,35,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/11/2010,12.3,0.49,,0,0,52,59,45,,0,1,,1,,1,,,1,,1,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/12/2010,8.28,0,,0,0,52,55,49,,0,1,,,,,,,1,,,1,1,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/13/2010,10.74,0.02,,0,0,65,83,47,,0,1,,1,,1,,1,1,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/14/2010,11.86,0.82,,0,0,66,75,57,,0,1,,1,,,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/15/2010,6.71,0,,0,0,58,67,48,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/16/2010,10.51,0,,0,0,59,64,53,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/17/2010,11.63,0.32,,0,0,58,61,55,,0,1,,,,1,,,1,,,,1,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/18/2010,8.95,0.29,,0,0,58,60,55,,0,1,,,,1,,1,1,,,1,1,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/19/2010,7.61,0,,0,0,60,66,54,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/20/2010,4.92,0,,0,0,66,81,50,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/21/2010,8.95,0,,0,0,68,77,59,,0,,,,,1,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/22/2010,7.38,0.2,,0,0,70,75,64,,0,1,,1,,1,,1,1,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/23/2010,4.7,0,,0,0,71,82,60,,0,1,,,,,,1,1,,,1,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/24/2010,6.71,0,,0,0,75,85,64,,0,1,,,,,,1,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/25/2010,6.49,0,,0,0,75,85,65,,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/26/2010,4.25,0,,0,0,74,85,63,,0,1,,,,,,1,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/27/2010,4.47,0,,0,0,75,86,63,,0,1,,,,,,1,1,,,1,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/28/2010,5.82,0,,0,0,73,80,65,,0,,,,,,,1,,,,,,,,,,,,,,
